qnt,batch_index,c0_p,c1_p,c2_p,c3_p,c0_p_normalized,c1_p_normalized,c2_p_normalized,c3_p_normalized,c0_real,c1_real,c2_real,c3_real
KDEyCS,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.43,0.33,0.08,0.16
KDEyML,5,0.0,0.0,0.54,0.46,0.0,0.0,0.54,0.46,0.43,0.33,0.08,0.16
CC,6,0.43,1.0,0.9,0.88,0.13,0.31,0.28,0.27,0.43,0.33,0.08,0.16
PCC,6,0.43,0.88,0.8,0.88,0.14,0.3,0.27,0.29,0.43,0.33,0.08,0.16
ACC,6,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
PACC,6,0.52,0.54,0.61,0.82,0.21,0.22,0.25,0.33,0.43,0.33,0.08,0.16
T50,6,0.81,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MAX,6,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS,6,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS2,6,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
X,6,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
SMM,6,0.52,0.54,0.61,0.82,0.21,0.22,0.24,0.33,0.43,0.33,0.08,0.16
DyS,6,0.5,0.58,0.64,0.87,0.19,0.22,0.25,0.33,0.43,0.33,0.08,0.16
DySyn,6,0.37,1.0,1.0,0.96,0.11,0.3,0.3,0.29,0.43,0.33,0.08,0.16
HDy,6,0.44,0.69,0.73,0.94,0.16,0.25,0.26,0.34,0.43,0.33,0.08,0.16
ACC_syn,6,0.38,1.0,0.89,0.88,0.12,0.32,0.28,0.28,0.43,0.33,0.08,0.16
PACC_syn,6,0.35,0.88,0.77,0.88,0.12,0.31,0.27,0.31,0.43,0.33,0.08,0.16
X_syn,6,0.0,0.01,0.0,0.47,0.0,0.02,0.0,0.98,0.43,0.33,0.08,0.16
MAX_syn,6,0.0,0.01,0.0,0.47,0.0,0.02,0.0,0.98,0.43,0.33,0.08,0.16
T50_syn,6,0.27,1.0,1.0,1.0,0.08,0.31,0.31,0.31,0.43,0.33,0.08,0.16
MS_syn,6,0.31,1.0,0.89,0.88,0.1,0.32,0.29,0.29,0.43,0.33,0.08,0.16
MS2_syn,6,0.32,1.0,0.88,0.88,0.1,0.32,0.29,0.29,0.43,0.33,0.08,0.16
SMM_syn,6,0.38,0.96,1.0,0.96,0.12,0.29,0.3,0.29,0.43,0.33,0.08,0.16
HDy_syn,6,0.35,1.0,1.0,0.96,0.11,0.3,0.3,0.29,0.43,0.33,0.08,0.16
DyS_cdt,6,0.5,1.0,0.64,0.87,0.17,0.33,0.21,0.29,0.43,0.33,0.08,0.16
ACC_cdt,6,0.81,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.43,0.33,0.08,0.16
PACC_cdt,6,0.52,0.88,0.61,0.82,0.18,0.31,0.22,0.29,0.43,0.33,0.08,0.16
X_cdt,6,0.83,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.43,0.33,0.08,0.16
MAX_cdt,6,0.85,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.43,0.33,0.08,0.16
T50_cdt,6,0.81,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.43,0.33,0.08,0.16
MS_cdt,6,0.86,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.43,0.33,0.08,0.16
MS2_cdt,6,0.86,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.43,0.33,0.08,0.16
SMM_cdt,6,0.52,0.96,0.61,0.82,0.18,0.33,0.21,0.28,0.43,0.33,0.08,0.16
HDy_cdt,6,0.44,1.0,0.73,0.94,0.14,0.32,0.24,0.3,0.43,0.33,0.08,0.16
CC2,6,0.7,0.01,0.18,0.11,0.7,0.01,0.18,0.11,0.43,0.33,0.08,0.16
PWK,6,0.35,0.25,0.23,0.17,0.35,0.25,0.23,0.17,0.43,0.33,0.08,0.16
HDx,6,0.0,1.0,1.0,0.85,0.0,1.0,1.0,0.85,0.43,0.33,0.08,0.16
GAC,6,0.18,0.0,1.0,1.0,0.18,0.0,1.0,1.0,0.43,0.33,0.08,0.16
GPAC,6,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.43,0.33,0.08,0.16
FM,6,0.46,0.0,0.0,0.54,0.46,0.0,0.0,0.54,0.43,0.33,0.08,0.16
EMQ,6,0.45,0.24,0.17,0.14,0.45,0.24,0.17,0.14,0.43,0.33,0.08,0.16
KDEyHD,6,0.35,0.28,0.37,0.0,0.35,0.28,0.37,0.0,0.43,0.33,0.08,0.16
KDEyCS,6,0.27,0.41,0.32,0.0,0.27,0.41,0.32,0.0,0.43,0.33,0.08,0.16
KDEyML,6,0.0,0.0,0.79,0.21,0.0,0.0,0.79,0.21,0.43,0.33,0.08,0.16
CC,7,0.44,1.0,0.93,0.93,0.13,0.3,0.28,0.28,0.43,0.33,0.08,0.16
PCC,7,0.44,0.88,0.8,0.9,0.14,0.29,0.27,0.3,0.43,0.33,0.08,0.16
ACC,7,0.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
PACC,7,0.54,0.7,0.65,0.86,0.2,0.25,0.24,0.31,0.43,0.33,0.08,0.16
T50,7,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MAX,7,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS,7,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS2,7,0.84,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
X,7,0.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
SMM,7,0.54,0.7,0.65,0.86,0.2,0.25,0.24,0.31,0.43,0.33,0.08,0.16
DyS,7,0.55,0.61,0.64,0.87,0.21,0.23,0.24,0.33,0.43,0.33,0.08,0.16
DySyn,7,0.4,1.0,1.0,0.98,0.12,0.3,0.3,0.29,0.43,0.33,0.08,0.16
HDy,7,0.51,0.74,0.69,0.95,0.18,0.26,0.24,0.33,0.43,0.33,0.08,0.16
ACC_syn,7,0.38,1.0,0.92,0.93,0.12,0.31,0.29,0.29,0.43,0.33,0.08,0.16
PACC_syn,7,0.36,0.88,0.78,0.89,0.12,0.3,0.27,0.31,0.43,0.33,0.08,0.16
X_syn,7,0.01,0.02,0.0,0.46,0.02,0.04,0.0,0.94,0.43,0.33,0.08,0.16
MAX_syn,7,0.01,0.02,0.0,0.46,0.02,0.04,0.0,0.94,0.43,0.33,0.08,0.16
T50_syn,7,0.24,1.0,1.0,1.0,0.07,0.31,0.31,0.31,0.43,0.33,0.08,0.16
MS_syn,7,0.31,1.0,0.92,0.93,0.1,0.32,0.29,0.29,0.43,0.33,0.08,0.16
MS2_syn,7,0.33,1.0,0.9,0.93,0.1,0.32,0.29,0.29,0.43,0.33,0.08,0.16
SMM_syn,7,0.37,0.98,1.0,0.98,0.11,0.29,0.3,0.29,0.43,0.33,0.08,0.16
HDy_syn,7,0.39,1.0,1.0,0.99,0.12,0.3,0.3,0.29,0.43,0.33,0.08,0.16
DyS_cdt,7,0.55,1.0,0.64,0.87,0.18,0.33,0.21,0.28,0.43,0.33,0.08,0.16
ACC_cdt,7,0.8,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.43,0.33,0.08,0.16
PACC_cdt,7,0.54,0.88,0.65,0.86,0.18,0.3,0.22,0.29,0.43,0.33,0.08,0.16
X_cdt,7,0.85,0.02,0.0,0.0,0.98,0.02,0.0,0.0,0.43,0.33,0.08,0.16
MAX_cdt,7,0.85,0.02,0.0,0.0,0.98,0.02,0.0,0.0,0.43,0.33,0.08,0.16
T50_cdt,7,0.86,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.43,0.33,0.08,0.16
MS_cdt,7,0.83,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.43,0.33,0.08,0.16
MS2_cdt,7,0.84,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.43,0.33,0.08,0.16
SMM_cdt,7,0.54,0.98,0.65,0.86,0.18,0.32,0.21,0.28,0.43,0.33,0.08,0.16
HDy_cdt,7,0.51,1.0,0.69,0.95,0.16,0.32,0.22,0.3,0.43,0.33,0.08,0.16
CC2,7,0.68,0.0,0.24,0.08,0.68,0.0,0.24,0.08,0.43,0.33,0.08,0.16
PWK,7,0.36,0.21,0.17,0.26,0.36,0.21,0.17,0.26,0.43,0.33,0.08,0.16
HDx,7,0.0,1.0,1.0,0.78,0.0,1.0,1.0,0.78,0.43,0.33,0.08,0.16
GAC,7,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.43,0.33,0.08,0.16
GPAC,7,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.43,0.33,0.08,0.16
FM,7,0.46,0.0,0.0,0.54,0.46,0.0,0.0,0.54,0.43,0.33,0.08,0.16
EMQ,7,0.43,0.17,0.33,0.07,0.43,0.17,0.33,0.07,0.43,0.33,0.08,0.16
KDEyHD,7,0.13,0.44,0.43,0.0,0.13,0.44,0.43,0.0,0.43,0.33,0.08,0.16
KDEyCS,7,0.0,0.58,0.42,0.0,0.0,0.58,0.42,0.0,0.43,0.33,0.08,0.16
KDEyML,7,0.0,0.0,0.91,0.09,0.0,0.0,0.91,0.09,0.43,0.33,0.08,0.16
CC,8,0.38,1.0,0.94,0.88,0.12,0.31,0.29,0.28,0.43,0.33,0.08,0.16
PCC,8,0.44,0.88,0.8,0.87,0.15,0.29,0.27,0.29,0.43,0.33,0.08,0.16
ACC,8,0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
PACC,8,0.55,0.6,0.65,0.79,0.21,0.23,0.25,0.3,0.43,0.33,0.08,0.16
T50,8,0.79,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MAX,8,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS,8,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS2,8,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
X,8,0.83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
SMM,8,0.55,0.6,0.65,0.79,0.21,0.23,0.25,0.31,0.43,0.33,0.08,0.16
DyS,8,0.56,0.43,0.6,0.81,0.23,0.18,0.25,0.34,0.43,0.33,0.08,0.16
DySyn,8,0.37,1.0,1.0,0.96,0.11,0.3,0.3,0.29,0.43,0.33,0.08,0.16
HDy,8,0.55,0.6,0.7,0.92,0.2,0.22,0.25,0.33,0.43,0.33,0.08,0.16
ACC_syn,8,0.29,1.0,0.93,0.88,0.09,0.32,0.3,0.28,0.43,0.33,0.08,0.16
PACC_syn,8,0.37,0.88,0.78,0.87,0.13,0.3,0.27,0.3,0.43,0.33,0.08,0.16
X_syn,8,0.0,0.01,0.02,0.4,0.0,0.02,0.05,0.93,0.43,0.33,0.08,0.16
MAX_syn,8,0.0,0.01,0.02,0.4,0.0,0.02,0.05,0.93,0.43,0.33,0.08,0.16
T50_syn,8,0.4,1.0,1.0,1.0,0.12,0.29,0.29,0.29,0.43,0.33,0.08,0.16
MS_syn,8,0.33,1.0,0.93,0.88,0.1,0.32,0.3,0.28,0.43,0.33,0.08,0.16
MS2_syn,8,0.3,1.0,0.92,0.88,0.1,0.32,0.3,0.28,0.43,0.33,0.08,0.16
SMM_syn,8,0.38,0.96,1.0,0.95,0.12,0.29,0.3,0.29,0.43,0.33,0.08,0.16
HDy_syn,8,0.4,1.0,1.0,0.97,0.12,0.3,0.3,0.29,0.43,0.33,0.08,0.16
DyS_cdt,8,0.56,1.0,0.6,0.81,0.19,0.34,0.2,0.27,0.43,0.33,0.08,0.16
ACC_cdt,8,0.9,1.0,0.0,0.0,0.47,0.53,0.0,0.0,0.43,0.33,0.08,0.16
PACC_cdt,8,0.55,0.88,0.65,0.79,0.19,0.31,0.23,0.28,0.43,0.33,0.08,0.16
X_cdt,8,0.83,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.43,0.33,0.08,0.16
MAX_cdt,8,0.82,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.43,0.33,0.08,0.16
T50_cdt,8,0.79,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.43,0.33,0.08,0.16
MS_cdt,8,0.82,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.43,0.33,0.08,0.16
MS2_cdt,8,0.82,1.0,0.0,0.0,0.45,0.55,0.0,0.0,0.43,0.33,0.08,0.16
SMM_cdt,8,0.55,0.96,0.65,0.79,0.19,0.33,0.22,0.27,0.43,0.33,0.08,0.16
HDy_cdt,8,0.55,1.0,0.7,0.92,0.17,0.32,0.22,0.29,0.43,0.33,0.08,0.16
CC2,8,0.67,0.01,0.17,0.15,0.67,0.01,0.17,0.15,0.43,0.33,0.08,0.16
PWK,8,0.32,0.28,0.21,0.19,0.32,0.28,0.21,0.19,0.43,0.33,0.08,0.16
HDx,8,0.08,1.0,1.0,0.84,0.08,1.0,1.0,0.84,0.43,0.33,0.08,0.16
GAC,8,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.43,0.33,0.08,0.16
GPAC,8,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.43,0.33,0.08,0.16
FM,8,0.42,0.0,0.0,0.58,0.42,0.0,0.0,0.58,0.43,0.33,0.08,0.16
EMQ,8,0.38,0.35,0.08,0.19,0.38,0.35,0.08,0.19,0.43,0.33,0.08,0.16
KDEyHD,8,0.0,0.2,0.0,0.8,0.0,0.2,0.0,0.8,0.43,0.33,0.08,0.16
KDEyCS,8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43,0.33,0.08,0.16
KDEyML,8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.43,0.33,0.08,0.16
CC,9,0.33,1.0,0.95,0.93,0.1,0.31,0.3,0.29,0.43,0.33,0.08,0.16
PCC,9,0.39,0.88,0.82,0.91,0.13,0.29,0.27,0.3,0.43,0.33,0.08,0.16
ACC,9,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
PACC,9,0.42,0.41,0.75,0.89,0.17,0.17,0.3,0.36,0.43,0.33,0.08,0.16
T50,9,0.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MAX,9,0.99,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS,9,0.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
MS2,9,0.96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
X,9,0.97,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.43,0.33,0.08,0.16
SMM,9,0.42,0.41,0.75,0.89,0.17,0.17,0.3,0.36,0.43,0.33,0.08,0.16
DyS,9,0.43,0.41,0.7,0.91,0.18,0.17,0.29,0.37,0.43,0.33,0.08,0.16
DySyn,9,0.29,1.0,1.0,0.97,0.09,0.31,0.31,0.3,0.43,0.33,0.08,0.16
HDy,9,0.38,0.55,0.79,0.98,0.14,0.2,0.29,0.36,0.43,0.33,0.08,0.16
ACC_syn,9,0.27,1.0,0.94,0.93,0.09,0.32,0.3,0.3,0.43,0.33,0.08,0.16
PACC_syn,9,0.16,0.88,0.8,0.91,0.06,0.32,0.29,0.33,0.43,0.33,0.08,0.16
X_syn,9,0.0,0.01,0.01,0.47,0.0,0.02,0.02,0.96,0.43,0.33,0.08,0.16
MAX_syn,9,0.0,0.01,0.01,0.47,0.0,0.02,0.02,0.96,0.43,0.33,0.08,0.16
T50_syn,9,0.26,1.0,1.0,1.0,0.08,0.31,0.31,0.31,0.43,0.33,0.08,0.16
MS_syn,9,0.23,1.0,0.94,0.93,0.08,0.32,0.3,0.3,0.43,0.33,0.08,0.16
MS2_syn,9,0.23,1.0,0.92,0.92,0.07,0.33,0.3,0.3,0.43,0.33,0.08,0.16
SMM_syn,9,0.29,0.96,1.0,1.0,0.09,0.3,0.31,0.31,0.43,0.33,0.08,0.16
HDy_syn,9,0.26,1.0,1.0,0.97,0.08,0.31,0.31,0.3,0.43,0.33,0.08,0.16
DyS_cdt,9,0.43,1.0,0.7,0.91,0.14,0.33,0.23,0.3,0.43,0.33,0.08,0.16
ACC_cdt,9,0.99,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.43,0.33,0.08,0.16
PACC_cdt,9,0.42,0.88,0.75,0.89,0.14,0.3,0.26,0.3,0.43,0.33,0.08,0.16
X_cdt,9,0.97,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.43,0.33,0.08,0.16
MAX_cdt,9,0.99,0.01,0.0,0.0,0.99,0.01,0.0,0.0,0.43,0.33,0.08,0.16
T50_cdt,9,0.93,1.0,0.0,0.0,0.48,0.52,0.0,0.0,0.43,0.33,0.08,0.16
MS_cdt,9,0.96,1.0,0.0,0.0,0.49,0.51,0.0,0.0,0.43,0.33,0.08,0.16
MS2_cdt,9,0.96,1.0,0.0,0.0,0.49,0.51,0.0,0.0,0.43,0.33,0.08,0.16
SMM_cdt,9,0.42,0.96,0.75,0.89,0.14,0.32,0.25,0.29,0.43,0.33,0.08,0.16
HDy_cdt,9,0.38,1.0,0.79,0.98,0.12,0.32,0.25,0.31,0.43,0.33,0.08,0.16
CC2,9,0.75,0.0,0.16,0.09,0.75,0.0,0.16,0.09,0.43,0.33,0.08,0.16
PWK,9,0.38,0.33,0.16,0.13,0.38,0.33,0.16,0.13,0.43,0.33,0.08,0.16
HDx,9,0.15,1.0,1.0,0.9,0.15,1.0,1.0,0.9,0.43,0.33,0.08,0.16
GAC,9,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.43,0.33,0.08,0.16
GPAC,9,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.43,0.33,0.08,0.16
FM,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.43,0.33,0.08,0.16
EMQ,9,0.41,0.47,0.01,0.11,0.41,0.47,0.01,0.11,0.43,0.33,0.08,0.16
KDEyHD,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43,0.33,0.08,0.16
KDEyCS,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43,0.33,0.08,0.16
KDEyML,9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43,0.33,0.08,0.16
CC,10,0.45,1.0,0.94,0.95,0.13,0.3,0.28,0.28,0.09,0.6,0.27,0.04
PCC,10,0.49,0.87,0.78,0.89,0.16,0.29,0.26,0.29,0.09,0.6,0.27,0.04
ACC,10,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
PACC,10,0.67,0.21,0.55,0.86,0.29,0.09,0.24,0.38,0.09,0.6,0.27,0.04
T50,10,0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MAX,10,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MS,10,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MS2,10,0.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
X,10,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
SMM,10,0.67,0.21,0.55,0.86,0.29,0.09,0.24,0.38,0.09,0.6,0.27,0.04
DyS,10,0.77,0.08,0.44,0.87,0.36,0.04,0.2,0.4,0.09,0.6,0.27,0.04
DySyn,10,0.37,1.0,1.0,0.98,0.11,0.3,0.3,0.29,0.09,0.6,0.27,0.04
HDy,10,0.79,0.13,0.47,0.94,0.34,0.06,0.2,0.4,0.09,0.6,0.27,0.04
ACC_syn,10,0.16,1.0,0.93,0.95,0.05,0.33,0.31,0.31,0.09,0.6,0.27,0.04
PACC_syn,10,0.19,0.87,0.76,0.89,0.07,0.32,0.28,0.33,0.09,0.6,0.27,0.04
X_syn,10,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1.0,0.09,0.6,0.27,0.04
MAX_syn,10,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1.0,0.09,0.6,0.27,0.04
T50_syn,10,0.22,1.0,0.98,1.0,0.07,0.31,0.31,0.31,0.09,0.6,0.27,0.04
MS_syn,10,0.3,1.0,0.93,0.95,0.1,0.31,0.29,0.3,0.09,0.6,0.27,0.04
MS2_syn,10,0.09,1.0,0.9,0.95,0.03,0.34,0.31,0.32,0.09,0.6,0.27,0.04
SMM_syn,10,0.49,0.96,1.0,0.99,0.14,0.28,0.29,0.29,0.09,0.6,0.27,0.04
HDy_syn,10,0.49,1.0,1.0,0.99,0.14,0.29,0.29,0.28,0.09,0.6,0.27,0.04
DyS_cdt,10,0.77,1.0,0.44,0.87,0.25,0.33,0.14,0.28,0.09,0.6,0.27,0.04
ACC_cdt,10,0.78,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.09,0.6,0.27,0.04
PACC_cdt,10,0.67,0.87,0.55,0.86,0.23,0.3,0.19,0.29,0.09,0.6,0.27,0.04
X_cdt,10,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MAX_cdt,10,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
T50_cdt,10,0.88,1.0,0.0,0.0,0.47,0.53,0.0,0.0,0.09,0.6,0.27,0.04
MS_cdt,10,0.73,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.09,0.6,0.27,0.04
MS2_cdt,10,0.74,1.0,0.0,0.0,0.42,0.58,0.0,0.0,0.09,0.6,0.27,0.04
SMM_cdt,10,0.67,0.96,0.55,0.86,0.22,0.32,0.18,0.28,0.09,0.6,0.27,0.04
HDy_cdt,10,0.79,1.0,0.47,0.94,0.25,0.31,0.15,0.29,0.09,0.6,0.27,0.04
CC2,10,0.64,0.01,0.25,0.1,0.64,0.01,0.25,0.1,0.09,0.6,0.27,0.04
PWK,10,0.28,0.3,0.24,0.18,0.28,0.3,0.24,0.18,0.09,0.6,0.27,0.04
HDx,10,0.0,1.0,1.0,0.78,0.0,1.0,1.0,0.78,0.09,0.6,0.27,0.04
GAC,10,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.09,0.6,0.27,0.04
GPAC,10,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.09,0.6,0.27,0.04
FM,10,0.55,0.0,0.0,0.45,0.55,0.0,0.0,0.45,0.09,0.6,0.27,0.04
EMQ,10,0.04,0.7,0.21,0.05,0.04,0.7,0.21,0.05,0.09,0.6,0.27,0.04
KDEyHD,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.6,0.27,0.04
KDEyCS,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.6,0.27,0.04
KDEyML,10,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.09,0.6,0.27,0.04
CC,11,0.46,1.0,0.91,0.95,0.14,0.3,0.27,0.29,0.09,0.6,0.27,0.04
PCC,11,0.47,0.87,0.77,0.9,0.16,0.29,0.25,0.3,0.09,0.6,0.27,0.04
ACC,11,0.76,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
PACC,11,0.62,0.26,0.45,0.89,0.28,0.12,0.2,0.4,0.09,0.6,0.27,0.04
T50,11,0.86,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MAX,11,0.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MS,11,0.77,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
MS2,11,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
X,11,0.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.09,0.6,0.27,0.04
SMM,11,0.62,0.26,0.45,0.89,0.28,0.12,0.2,0.4,0.09,0.6,0.27,0.04
DyS,11,0.68,0.12,0.47,0.89,0.32,0.05,0.22,0.41,0.09,0.6,0.27,0.04
DySyn,11,0.45,1.0,1.0,0.98,0.13,0.29,0.29,0.29,0.09,0.6,0.27,0.04
HDy,11,0.67,0.09,0.51,0.96,0.3,0.04,0.23,0.43,0.09,0.6,0.27,0.04
ACC_syn,11,0.39,1.0,0.9,0.95,0.12,0.31,0.28,0.29,0.09,0.6,0.27,0.04
PACC_syn,11,0.43,0.87,0.74,0.9,0.14,0.3,0.25,0.31,0.09,0.6,0.27,0.04
X_syn,11,0.01,0.02,0.01,0.43,0.01,0.04,0.02,0.92,0.09,0.6,0.27,0.04
MAX_syn,11,0.01,0.02,0.01,0.43,0.02,0.04,0.02,0.91,0.09,0.6,0.27,0.04
T50_syn,11,0.0,1.0,0.98,1.0,0.0,0.34,0.33,0.34,0.09,0.6,0.27,0.04
MS_syn,11,0.38,1.0,0.9,0.95,0.12,0.31,0.28,0.29,0.09,0.6,0.27,0.04
MS2_syn,11,0.21,1.0,0.84,0.95,0.07,0.33,0.28,0.32,0.09,0.6,0.27,0.04
SMM_syn,11,0.45,0.95,0.97,1.0,0.13,0.28,0.29,0.3,0.09,0.6,0.27,0.04
HDy_syn,11,0.46,1.0,0.99,0.99,0.13,0.29,0.29,0.29,0.09,0.6,0.27,0.04
DyS_cdt,11,0.68,1.0,0.47,0.89,0.22,0.33,0.15,0.29,0.09,0.6,0.27,0.04
ACC_cdt,11,0.76,1.0,0.0,0.0,0.43,0.57,0.0,0.0,0.09,0.6,0.27,0.04
PACC_cdt,11,0.62,0.87,0.45,0.89,0.22,0.31,0.16,0.31,0.09,0.6,0.27,0.04
X_cdt,11,0.78,0.02,0.0,0.0,0.97,0.03,0.0,0.0,0.09,0.6,0.27,0.04
MAX_cdt,11,0.82,0.02,0.0,0.0,0.98,0.02,0.0,0.0,0.09,0.6,0.27,0.04
T50_cdt,11,0.86,1.0,0.0,0.0,0.46,0.54,0.0,0.0,0.09,0.6,0.27,0.04
MS_cdt,11,0.77,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.09,0.6,0.27,0.04
MS2_cdt,11,0.78,1.0,0.0,0.0,0.44,0.56,0.0,0.0,0.09,0.6,0.27,0.04
SMM_cdt,11,0.62,0.95,0.45,0.89,0.21,0.33,0.15,0.31,0.09,0.6,0.27,0.04
HDy_cdt,11,0.67,1.0,0.51,0.96,0.21,0.32,0.16,0.31,0.09,0.6,0.27,0.04
CC2,11,0.66,0.0,0.27,0.07,0.66,0.0,0.27,0.07,0.09,0.6,0.27,0.04
PWK,11,0.27,0.34,0.24,0.15,0.27,0.34,0.24,0.15,0.09,0.6,0.27,0.04
HDx,11,0.02,1.0,1.0,0.71,0.02,1.0,1.0,0.71,0.09,0.6,0.27,0.04
GAC,11,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.09,0.6,0.27,0.04
GPAC,11,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.09,0.6,0.27,0.04
FM,11,0.65,0.0,0.0,0.35,0.65,0.0,0.0,0.35,0.09,0.6,0.27,0.04
