qnt,batch_index,t,c0_p,c1_p,c0_p_normalized,c1_p_normalized,c0_real,c1_real
HDy_syn,24,0.7142857142857142,0.73,0.27,0.73,0.27,0.74,0.26
DyS_cdt,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
ACC_cdt,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
PACC_cdt,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
X_cdt,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
MAX_cdt,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
T50_cdt,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
MS_cdt,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
MS2_cdt,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
SMM_cdt,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
HDy_cdt,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
CC2,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
PWK,24,0.7142857142857142,0.74,0.26,0.74,0.26,0.74,0.26
HDx,24,0.7142857142857142,0.76,0.24,0.76,0.24,0.74,0.26
GAC,24,0.7142857142857142,1.0,0.0,1.0,0.0,0.74,0.26
GPAC,24,0.7142857142857142,1.0,0.0,1.0,0.0,0.74,0.26
FM,24,0.7142857142857142,1.0,0.0,1.0,0.0,0.74,0.26
EMQ,24,0.7142857142857142,0.75,0.25,0.75,0.25,0.74,0.26
KDEyHD,24,0.7142857142857142,1.0,0.0,1.0,0.0,0.74,0.26
KDEyCS,24,0.7142857142857142,1.0,0.0,1.0,0.0,0.74,0.26
KDEyML,24,0.7142857142857142,1.0,0.0,1.0,0.0,0.74,0.26
CC,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
PCC,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
ACC,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
PACC,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
T50,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
MAX,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
MS,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
MS2,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
X,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
SMM,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
DyS,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
DySyn,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
HDy,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
ACC_syn,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
PACC_syn,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
X_syn,25,0.7346938775510203,0.25,0.75,0.25,0.75,0.31,0.69
MAX_syn,25,0.7346938775510203,0.25,0.75,0.25,0.75,0.31,0.69
T50_syn,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
MS_syn,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
MS2_syn,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
SMM_syn,25,0.7346938775510203,0.27,0.73,0.27,0.73,0.31,0.69
HDy_syn,25,0.7346938775510203,0.32,0.68,0.32,0.68,0.31,0.69
DyS_cdt,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
ACC_cdt,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
PACC_cdt,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
X_cdt,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
MAX_cdt,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
T50_cdt,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
MS_cdt,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
MS2_cdt,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
SMM_cdt,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
HDy_cdt,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
CC2,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
PWK,25,0.7346938775510203,0.31,0.69,0.31,0.69,0.31,0.69
HDx,25,0.7346938775510203,0.32,0.68,0.32,0.68,0.31,0.69
GAC,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
GPAC,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
FM,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
EMQ,25,0.7346938775510203,0.3,0.7,0.3,0.7,0.31,0.69
KDEyHD,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
KDEyCS,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
KDEyML,25,0.7346938775510203,0.0,1.0,0.0,1.0,0.31,0.69
CC,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
PCC,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
ACC,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
PACC,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
T50,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
MAX,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
MS,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
MS2,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
X,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
SMM,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
DyS,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
DySyn,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
HDy,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
ACC_syn,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
PACC_syn,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
X_syn,26,0.7551020408163265,0.45,0.55,0.45,0.55,0.52,0.48
MAX_syn,26,0.7551020408163265,0.45,0.55,0.45,0.55,0.52,0.48
T50_syn,26,0.7551020408163265,0.12,0.88,0.12,0.88,0.52,0.48
MS_syn,26,0.7551020408163265,0.5,0.5,0.5,0.5,0.52,0.48
MS2_syn,26,0.7551020408163265,0.5,0.5,0.5,0.5,0.52,0.48
SMM_syn,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
HDy_syn,26,0.7551020408163265,0.53,0.47,0.53,0.47,0.52,0.48
DyS_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
ACC_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
PACC_cdt,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
X_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
MAX_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
T50_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
MS_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
MS2_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
SMM_cdt,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
HDy_cdt,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
CC2,26,0.7551020408163265,0.51,0.49,0.51,0.49,0.52,0.48
PWK,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
HDx,26,0.7551020408163265,0.54,0.46,0.54,0.46,0.52,0.48
GAC,26,0.7551020408163265,1.0,0.0,1.0,0.0,0.52,0.48
GPAC,26,0.7551020408163265,1.0,0.0,1.0,0.0,0.52,0.48
FM,26,0.7551020408163265,1.0,0.0,1.0,0.0,0.52,0.48
EMQ,26,0.7551020408163265,0.52,0.48,0.52,0.48,0.52,0.48
KDEyHD,26,0.7551020408163265,1.0,0.0,1.0,0.0,0.52,0.48
KDEyCS,26,0.7551020408163265,1.0,0.0,1.0,0.0,0.52,0.48
KDEyML,26,0.7551020408163265,1.0,0.0,1.0,0.0,0.52,0.48
CC,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
PCC,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
ACC,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
PACC,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
T50,27,0.7755102040816326,0.52,0.48,0.52,0.48,0.53,0.47
MAX,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
MS,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
MS2,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
X,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
SMM,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
DyS,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
DySyn,27,0.7755102040816326,0.54,0.46,0.54,0.46,0.53,0.47
HDy,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
ACC_syn,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
PACC_syn,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
X_syn,27,0.7755102040816326,0.44,0.56,0.44,0.56,0.53,0.47
MAX_syn,27,0.7755102040816326,0.44,0.56,0.44,0.56,0.53,0.47
T50_syn,27,0.7755102040816326,0.15,0.85,0.15,0.85,0.53,0.47
MS_syn,27,0.7755102040816326,0.52,0.48,0.52,0.48,0.53,0.47
MS2_syn,27,0.7755102040816326,0.52,0.48,0.52,0.48,0.53,0.47
SMM_syn,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
HDy_syn,27,0.7755102040816326,0.55,0.45,0.55,0.45,0.53,0.47
DyS_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
ACC_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
PACC_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
X_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
MAX_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
T50_cdt,27,0.7755102040816326,0.52,0.48,0.52,0.48,0.53,0.47
MS_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
MS2_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
SMM_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
HDy_cdt,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
CC2,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
PWK,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
HDx,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
GAC,27,0.7755102040816326,1.0,0.0,1.0,0.0,0.53,0.47
GPAC,27,0.7755102040816326,1.0,0.0,1.0,0.0,0.53,0.47
FM,27,0.7755102040816326,1.0,0.0,1.0,0.0,0.53,0.47
EMQ,27,0.7755102040816326,0.53,0.47,0.53,0.47,0.53,0.47
KDEyHD,27,0.7755102040816326,1.0,0.0,1.0,0.0,0.53,0.47
KDEyCS,27,0.7755102040816326,1.0,0.0,1.0,0.0,0.53,0.47
KDEyML,27,0.7755102040816326,1.0,0.0,1.0,0.0,0.53,0.47
CC,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
PCC,28,0.7959183673469387,0.55,0.45,0.55,0.45,0.56,0.44
ACC,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
PACC,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
T50,28,0.7959183673469387,0.54,0.46,0.54,0.46,0.56,0.44
MAX,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
MS,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
MS2,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
X,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
SMM,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
DyS,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
DySyn,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
HDy,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
ACC_syn,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
PACC_syn,28,0.7959183673469387,0.55,0.45,0.55,0.45,0.56,0.44
X_syn,28,0.7959183673469387,0.48,0.52,0.48,0.52,0.56,0.44
MAX_syn,28,0.7959183673469387,0.48,0.52,0.48,0.52,0.56,0.44
T50_syn,28,0.7959183673469387,0.18,0.82,0.18,0.82,0.56,0.44
MS_syn,28,0.7959183673469387,0.54,0.46,0.54,0.46,0.56,0.44
MS2_syn,28,0.7959183673469387,0.54,0.46,0.54,0.46,0.56,0.44
SMM_syn,28,0.7959183673469387,0.57,0.43,0.57,0.43,0.56,0.44
HDy_syn,28,0.7959183673469387,0.58,0.42,0.58,0.42,0.56,0.44
DyS_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
ACC_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
PACC_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
X_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
MAX_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
T50_cdt,28,0.7959183673469387,0.54,0.46,0.54,0.46,0.56,0.44
MS_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
MS2_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
SMM_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
HDy_cdt,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
CC2,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
PWK,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
HDx,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
GAC,28,0.7959183673469387,1.0,0.0,1.0,0.0,0.56,0.44
GPAC,28,0.7959183673469387,1.0,0.0,1.0,0.0,0.56,0.44
FM,28,0.7959183673469387,1.0,0.0,1.0,0.0,0.56,0.44
EMQ,28,0.7959183673469387,0.56,0.44,0.56,0.44,0.56,0.44
KDEyHD,28,0.7959183673469387,1.0,0.0,1.0,0.0,0.56,0.44
KDEyCS,28,0.7959183673469387,1.0,0.0,1.0,0.0,0.56,0.44
KDEyML,28,0.7959183673469387,1.0,0.0,1.0,0.0,0.56,0.44
CC,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
PCC,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
ACC,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
PACC,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
T50,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
MAX,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
MS,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
MS2,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
X,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
SMM,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
DyS,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
DySyn,29,0.8163265306122448,0.62,0.38,0.62,0.38,0.64,0.36
HDy,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
ACC_syn,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
PACC_syn,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
X_syn,29,0.8163265306122448,0.55,0.45,0.55,0.45,0.64,0.36
MAX_syn,29,0.8163265306122448,0.55,0.45,0.55,0.45,0.64,0.36
T50_syn,29,0.8163265306122448,0.3,0.7,0.3,0.7,0.64,0.36
MS_syn,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
MS2_syn,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
SMM_syn,29,0.8163265306122448,0.66,0.34,0.66,0.34,0.64,0.36
HDy_syn,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
DyS_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
ACC_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
PACC_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
X_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
MAX_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
T50_cdt,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
MS_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
MS2_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
SMM_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
HDy_cdt,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
CC2,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
PWK,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
HDx,29,0.8163265306122448,0.63,0.37,0.63,0.37,0.64,0.36
GAC,29,0.8163265306122448,1.0,0.0,1.0,0.0,0.64,0.36
GPAC,29,0.8163265306122448,1.0,0.0,1.0,0.0,0.64,0.36
FM,29,0.8163265306122448,1.0,0.0,1.0,0.0,0.64,0.36
EMQ,29,0.8163265306122448,0.64,0.36,0.64,0.36,0.64,0.36
KDEyHD,29,0.8163265306122448,1.0,0.0,1.0,0.0,0.64,0.36
KDEyCS,29,0.8163265306122448,1.0,0.0,1.0,0.0,0.64,0.36
KDEyML,29,0.8163265306122448,1.0,0.0,1.0,0.0,0.64,0.36
CC,30,0.836734693877551,0.34,0.66,0.34,0.66,0.34,0.66
PCC,30,0.836734693877551,0.34,0.66,0.34,0.66,0.34,0.66
ACC,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
PACC,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
T50,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MAX,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MS,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MS2,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
X,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
SMM,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
DyS,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
DySyn,30,0.836734693877551,0.35,0.65,0.35,0.65,0.34,0.66
HDy,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
ACC_syn,30,0.836734693877551,0.34,0.66,0.34,0.66,0.34,0.66
PACC_syn,30,0.836734693877551,0.34,0.66,0.34,0.66,0.34,0.66
X_syn,30,0.836734693877551,0.28,0.72,0.28,0.72,0.34,0.66
MAX_syn,30,0.836734693877551,0.28,0.72,0.28,0.72,0.34,0.66
T50_syn,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
MS_syn,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MS2_syn,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
SMM_syn,30,0.836734693877551,0.3,0.7,0.3,0.7,0.34,0.66
HDy_syn,30,0.836734693877551,0.36,0.64,0.36,0.64,0.34,0.66
DyS_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
ACC_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
PACC_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
X_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MAX_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
T50_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MS_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
MS2_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
SMM_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
HDy_cdt,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
CC2,30,0.836734693877551,0.34,0.66,0.34,0.66,0.34,0.66
PWK,30,0.836734693877551,0.34,0.66,0.34,0.66,0.34,0.66
HDx,30,0.836734693877551,0.39,0.61,0.39,0.61,0.34,0.66
GAC,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
GPAC,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
FM,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
EMQ,30,0.836734693877551,0.33,0.67,0.33,0.67,0.34,0.66
KDEyHD,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
KDEyCS,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
KDEyML,30,0.836734693877551,0.0,1.0,0.0,1.0,0.34,0.66
CC,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
PCC,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
ACC,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
PACC,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
T50,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
MAX,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
MS,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
MS2,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
X,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
SMM,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
DyS,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
DySyn,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
HDy,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
ACC_syn,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
PACC_syn,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
X_syn,31,0.8571428571428571,0.43,0.57,0.43,0.57,0.5,0.5
MAX_syn,31,0.8571428571428571,0.43,0.57,0.43,0.57,0.5,0.5
T50_syn,31,0.8571428571428571,0.03,0.97,0.03,0.97,0.5,0.5
MS_syn,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
MS2_syn,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
SMM_syn,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
HDy_syn,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
DyS_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
ACC_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
PACC_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
X_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
MAX_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
T50_cdt,31,0.8571428571428571,0.49,0.51,0.49,0.51,0.5,0.5
MS_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
MS2_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
SMM_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
HDy_cdt,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
CC2,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
PWK,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
HDx,31,0.8571428571428571,0.53,0.47,0.53,0.47,0.5,0.5
GAC,31,0.8571428571428571,0.84,0.16,0.84,0.16,0.5,0.5
GPAC,31,0.8571428571428571,0.84,0.16,0.84,0.16,0.5,0.5
FM,31,0.8571428571428571,0.82,0.18,0.82,0.18,0.5,0.5
EMQ,31,0.8571428571428571,0.5,0.5,0.5,0.5,0.5,0.5
KDEyHD,31,0.8571428571428571,0.88,0.12,0.88,0.12,0.5,0.5
KDEyCS,31,0.8571428571428571,0.86,0.14,0.86,0.14,0.5,0.5
KDEyML,31,0.8571428571428571,0.9,0.1,0.9,0.1,0.5,0.5
CC,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
PCC,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
ACC,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
PACC,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
T50,32,0.8775510204081632,0.41,0.59,0.41,0.59,0.42,0.58
MAX,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
MS,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
MS2,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
X,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
SMM,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
DyS,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
DySyn,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
HDy,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
ACC_syn,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
PACC_syn,32,0.8775510204081632,0.43,0.57,0.43,0.57,0.42,0.58
X_syn,32,0.8775510204081632,0.35,0.65,0.35,0.65,0.42,0.58
MAX_syn,32,0.8775510204081632,0.35,0.65,0.35,0.65,0.42,0.58
T50_syn,32,0.8775510204081632,0.0,1.0,0.0,1.0,0.42,0.58
MS_syn,32,0.8775510204081632,0.41,0.59,0.41,0.59,0.42,0.58
MS2_syn,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
SMM_syn,32,0.8775510204081632,0.41,0.59,0.41,0.59,0.42,0.58
HDy_syn,32,0.8775510204081632,0.45,0.55,0.45,0.55,0.42,0.58
DyS_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
ACC_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
PACC_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
X_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
MAX_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
T50_cdt,32,0.8775510204081632,0.41,0.59,0.41,0.59,0.42,0.58
MS_cdt,32,0.8775510204081632,0.42,0.58,0.42,0.58,0.42,0.58
