qnt,batch_index,cDefacement_p,cbenign_p,cmalware_p,cphishing_p,cspam_p,cDefacement_p_normalized,cbenign_p_normalized,cmalware_p_normalized,cphishing_p_normalized,cspam_p_normalized,cDefacement_real,cbenign_real,cmalware_real,cphishing_real,cspam_real
T50_syn,815,0.66,0.9,0.94,0.96,0.81,0.15,0.21,0.22,0.23,0.19,0.53,0.11,0.15,0.04,0.17
MS_syn,815,0.59,0.87,0.88,0.83,0.83,0.15,0.22,0.22,0.21,0.21,0.53,0.11,0.15,0.04,0.17
MS2_syn,815,0.58,0.87,0.88,0.83,0.83,0.15,0.22,0.22,0.21,0.21,0.53,0.11,0.15,0.04,0.17
SMM_syn,815,0.8,0.93,0.92,0.89,0.88,0.18,0.21,0.21,0.2,0.2,0.53,0.11,0.15,0.04,0.17
HDy_syn,815,0.64,0.9,0.91,0.95,0.88,0.15,0.21,0.21,0.22,0.21,0.53,0.11,0.15,0.04,0.17
DyS_cdt,815,0.5,0.85,0.89,0.89,0.86,0.12,0.21,0.22,0.22,0.22,0.53,0.11,0.15,0.04,0.17
ACC_cdt,815,0.12,0.0,0.0,0.0,0.09,0.57,0.0,0.0,0.0,0.43,0.53,0.11,0.15,0.04,0.17
PACC_cdt,815,0.52,0.85,0.89,0.85,0.83,0.13,0.22,0.23,0.22,0.21,0.53,0.11,0.15,0.04,0.17
X_cdt,815,0.07,0.02,0.01,0.0,0.1,0.36,0.09,0.04,0.0,0.51,0.53,0.11,0.15,0.04,0.17
MAX_cdt,815,0.08,0.02,0.0,0.0,0.1,0.42,0.09,0.0,0.0,0.5,0.53,0.11,0.15,0.04,0.17
T50_cdt,815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
MS_cdt,815,0.06,0.0,0.0,0.0,0.09,0.42,0.0,0.0,0.0,0.58,0.53,0.11,0.15,0.04,0.17
MS2_cdt,815,0.07,0.0,0.0,0.0,0.09,0.44,0.0,0.0,0.0,0.56,0.53,0.11,0.15,0.04,0.17
SMM_cdt,815,0.52,0.85,0.89,0.85,0.83,0.13,0.22,0.23,0.22,0.21,0.53,0.11,0.15,0.04,0.17
HDy_cdt,815,0.56,0.93,0.92,0.97,0.89,0.13,0.22,0.22,0.23,0.21,0.53,0.11,0.15,0.04,0.17
CC2,815,0.42,0.14,0.13,0.15,0.16,0.42,0.14,0.13,0.15,0.16,0.53,0.11,0.15,0.04,0.17
PWK,815,0.46,0.12,0.16,0.1,0.16,0.46,0.12,0.16,0.1,0.16,0.53,0.11,0.15,0.04,0.17
HDx,815,0.52,0.27,0.29,0.39,0.09,0.52,0.27,0.29,0.39,0.09,0.53,0.11,0.15,0.04,0.17
GAC,815,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.53,0.11,0.15,0.04,0.17
GPAC,815,1.0,0.0,0.0,0.92,1.0,1.0,0.0,0.0,0.92,1.0,0.53,0.11,0.15,0.04,0.17
FM,815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
EMQ,815,0.54,0.12,0.12,0.09,0.13,0.54,0.12,0.12,0.09,0.13,0.53,0.11,0.15,0.04,0.17
KDEyHD,815,0.89,0.0,0.0,0.0,0.11,0.89,0.0,0.0,0.0,0.11,0.53,0.11,0.15,0.04,0.17
KDEyCS,815,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
KDEyML,815,0.46,0.0,0.0,0.0,0.54,0.46,0.0,0.0,0.0,0.54,0.53,0.11,0.15,0.04,0.17
CC,816,0.59,0.92,0.88,0.88,0.82,0.14,0.22,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
PCC,816,0.59,0.87,0.85,0.87,0.8,0.15,0.22,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
ACC,816,0.19,0.0,0.0,0.0,0.12,0.61,0.0,0.0,0.0,0.39,0.53,0.11,0.15,0.04,0.17
PACC,816,0.43,0.88,0.89,0.93,0.82,0.11,0.22,0.23,0.24,0.21,0.53,0.11,0.15,0.04,0.17
T50,816,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
MAX,816,0.2,0.0,0.0,0.0,0.11,0.65,0.0,0.0,0.0,0.35,0.53,0.11,0.15,0.04,0.17
MS,816,0.16,0.0,0.0,0.0,0.11,0.6,0.0,0.0,0.0,0.4,0.53,0.11,0.15,0.04,0.17
MS2,816,0.17,0.0,0.0,0.0,0.11,0.61,0.0,0.0,0.0,0.39,0.53,0.11,0.15,0.04,0.17
X,816,0.21,0.0,0.01,0.0,0.11,0.64,0.0,0.02,0.0,0.34,0.53,0.11,0.15,0.04,0.17
SMM,816,0.43,0.88,0.89,0.93,0.82,0.11,0.22,0.23,0.24,0.21,0.53,0.11,0.15,0.04,0.17
DyS,816,0.44,0.91,0.89,0.93,0.84,0.11,0.23,0.22,0.23,0.21,0.53,0.11,0.15,0.04,0.17
DySyn,816,0.58,0.95,0.91,0.94,0.83,0.14,0.23,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
HDy,816,0.52,0.97,0.93,0.98,0.88,0.12,0.23,0.22,0.23,0.21,0.53,0.11,0.15,0.04,0.17
ACC_syn,816,0.59,0.92,0.88,0.88,0.82,0.14,0.22,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
PACC_syn,816,0.59,0.87,0.85,0.87,0.8,0.15,0.22,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
X_syn,816,0.26,0.54,0.36,0.43,0.5,0.12,0.26,0.17,0.21,0.24,0.53,0.11,0.15,0.04,0.17
MAX_syn,816,0.26,0.54,0.36,0.43,0.5,0.12,0.26,0.17,0.21,0.24,0.53,0.11,0.15,0.04,0.17
T50_syn,816,0.62,1.0,0.94,1.0,0.83,0.14,0.23,0.21,0.23,0.19,0.53,0.11,0.15,0.04,0.17
MS_syn,816,0.58,0.92,0.88,0.88,0.81,0.14,0.23,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
MS2_syn,816,0.58,0.91,0.88,0.88,0.81,0.14,0.23,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
SMM_syn,816,0.62,0.95,0.92,0.95,0.88,0.14,0.22,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
HDy_syn,816,0.56,0.95,0.93,0.96,0.87,0.13,0.22,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
DyS_cdt,816,0.44,0.91,0.89,0.93,0.84,0.11,0.23,0.22,0.23,0.21,0.53,0.11,0.15,0.04,0.17
ACC_cdt,816,0.19,0.0,0.0,0.0,0.12,0.61,0.0,0.0,0.0,0.39,0.53,0.11,0.15,0.04,0.17
PACC_cdt,816,0.43,0.88,0.89,0.93,0.82,0.11,0.22,0.23,0.24,0.21,0.53,0.11,0.15,0.04,0.17
X_cdt,816,0.21,0.0,0.01,0.0,0.11,0.64,0.0,0.02,0.0,0.34,0.53,0.11,0.15,0.04,0.17
MAX_cdt,816,0.2,0.0,0.0,0.0,0.11,0.65,0.0,0.0,0.0,0.35,0.53,0.11,0.15,0.04,0.17
T50_cdt,816,0.07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
MS_cdt,816,0.16,0.0,0.0,0.0,0.11,0.6,0.0,0.0,0.0,0.4,0.53,0.11,0.15,0.04,0.17
MS2_cdt,816,0.17,0.0,0.0,0.0,0.11,0.61,0.0,0.0,0.0,0.39,0.53,0.11,0.15,0.04,0.17
SMM_cdt,816,0.43,0.88,0.89,0.93,0.82,0.11,0.22,0.23,0.24,0.21,0.53,0.11,0.15,0.04,0.17
HDy_cdt,816,0.52,0.97,0.93,0.98,0.88,0.12,0.23,0.22,0.23,0.21,0.53,0.11,0.15,0.04,0.17
CC2,816,0.43,0.14,0.13,0.11,0.19,0.43,0.14,0.13,0.11,0.19,0.53,0.11,0.15,0.04,0.17
PWK,816,0.52,0.12,0.14,0.07,0.15,0.52,0.12,0.14,0.07,0.15,0.53,0.11,0.15,0.04,0.17
HDx,816,0.64,0.3,0.12,0.26,0.16,0.64,0.3,0.12,0.26,0.16,0.53,0.11,0.15,0.04,0.17
GAC,816,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.53,0.11,0.15,0.04,0.17
GPAC,816,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.53,0.11,0.15,0.04,0.17
FM,816,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
EMQ,816,0.56,0.11,0.13,0.04,0.16,0.56,0.11,0.13,0.04,0.16,0.53,0.11,0.15,0.04,0.17
KDEyHD,816,0.79,0.0,0.0,0.17,0.04,0.79,0.0,0.0,0.17,0.04,0.53,0.11,0.15,0.04,0.17
KDEyCS,816,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
KDEyML,816,0.54,0.0,0.0,0.22,0.24,0.54,0.0,0.0,0.22,0.24,0.53,0.11,0.15,0.04,0.17
CC,817,0.62,0.88,0.88,0.91,0.82,0.15,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
PCC,817,0.64,0.85,0.84,0.87,0.79,0.16,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
ACC,817,0.15,0.0,0.0,0.0,0.12,0.54,0.0,0.0,0.0,0.46,0.53,0.11,0.15,0.04,0.17
PACC,817,0.5,0.84,0.88,0.94,0.8,0.13,0.21,0.22,0.24,0.2,0.53,0.11,0.15,0.04,0.17
T50,817,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.53,0.11,0.15,0.04,0.17
MAX,817,0.14,0.02,0.0,0.0,0.12,0.51,0.06,0.0,0.0,0.43,0.53,0.11,0.15,0.04,0.17
MS,817,0.09,0.0,0.0,0.0,0.12,0.43,0.0,0.0,0.0,0.57,0.53,0.11,0.15,0.04,0.17
MS2,817,0.11,0.0,0.0,0.0,0.12,0.47,0.0,0.0,0.0,0.53,0.53,0.11,0.15,0.04,0.17
X,817,0.13,0.02,0.0,0.0,0.12,0.49,0.06,0.0,0.0,0.45,0.53,0.11,0.15,0.04,0.17
SMM,817,0.5,0.84,0.88,0.94,0.8,0.13,0.21,0.22,0.24,0.2,0.53,0.11,0.15,0.04,0.17
DyS,817,0.49,0.87,0.89,0.97,0.82,0.12,0.21,0.22,0.24,0.2,0.53,0.11,0.15,0.04,0.17
DySyn,817,0.66,0.89,0.9,0.94,0.83,0.16,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
HDy,817,0.58,0.93,0.93,0.99,0.86,0.14,0.22,0.22,0.23,0.2,0.53,0.11,0.15,0.04,0.17
ACC_syn,817,0.62,0.88,0.88,0.91,0.82,0.15,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
PACC_syn,817,0.64,0.85,0.84,0.87,0.79,0.16,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
X_syn,817,0.3,0.53,0.33,0.41,0.36,0.16,0.27,0.17,0.21,0.19,0.53,0.11,0.15,0.04,0.17
MAX_syn,817,0.3,0.53,0.33,0.41,0.36,0.16,0.27,0.17,0.21,0.19,0.53,0.11,0.15,0.04,0.17
T50_syn,817,0.75,0.91,0.89,0.92,0.79,0.18,0.21,0.21,0.22,0.19,0.53,0.11,0.15,0.04,0.17
MS_syn,817,0.62,0.88,0.88,0.9,0.79,0.15,0.22,0.22,0.22,0.19,0.53,0.11,0.15,0.04,0.17
MS2_syn,817,0.55,0.88,0.88,0.9,0.8,0.14,0.22,0.22,0.22,0.2,0.53,0.11,0.15,0.04,0.17
SMM_syn,817,0.67,0.93,0.92,0.96,0.86,0.15,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
HDy_syn,817,0.65,0.89,0.91,0.94,0.86,0.15,0.21,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
DyS_cdt,817,0.49,0.87,0.89,0.97,0.82,0.12,0.21,0.22,0.24,0.2,0.53,0.11,0.15,0.04,0.17
ACC_cdt,817,0.15,0.0,0.0,0.0,0.12,0.54,0.0,0.0,0.0,0.46,0.53,0.11,0.15,0.04,0.17
PACC_cdt,817,0.5,0.84,0.88,0.94,0.8,0.13,0.21,0.22,0.24,0.2,0.53,0.11,0.15,0.04,0.17
X_cdt,817,0.13,0.02,0.0,0.0,0.12,0.49,0.06,0.0,0.0,0.45,0.53,0.11,0.15,0.04,0.17
MAX_cdt,817,0.14,0.02,0.0,0.0,0.12,0.51,0.06,0.0,0.0,0.43,0.53,0.11,0.15,0.04,0.17
T50_cdt,817,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.0,0.53,0.11,0.15,0.04,0.17
MS_cdt,817,0.09,0.0,0.0,0.0,0.12,0.43,0.0,0.0,0.0,0.57,0.53,0.11,0.15,0.04,0.17
MS2_cdt,817,0.11,0.0,0.0,0.0,0.12,0.47,0.0,0.0,0.0,0.53,0.53,0.11,0.15,0.04,0.17
SMM_cdt,817,0.5,0.84,0.88,0.94,0.8,0.13,0.21,0.22,0.24,0.2,0.53,0.11,0.15,0.04,0.17
HDy_cdt,817,0.58,0.93,0.93,0.99,0.86,0.14,0.22,0.22,0.23,0.2,0.53,0.11,0.15,0.04,0.17
CC2,817,0.4,0.17,0.14,0.11,0.18,0.4,0.17,0.14,0.11,0.18,0.53,0.11,0.15,0.04,0.17
PWK,817,0.51,0.12,0.14,0.06,0.17,0.51,0.12,0.14,0.06,0.17,0.53,0.11,0.15,0.04,0.17
HDx,817,0.61,0.3,0.16,0.27,0.15,0.61,0.3,0.16,0.27,0.15,0.53,0.11,0.15,0.04,0.17
GAC,817,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.53,0.11,0.15,0.04,0.17
GPAC,817,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.53,0.11,0.15,0.04,0.17
FM,817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
EMQ,817,0.51,0.11,0.13,0.08,0.16,0.51,0.11,0.13,0.08,0.16,0.53,0.11,0.15,0.04,0.17
KDEyHD,817,0.82,0.0,0.07,0.11,0.0,0.82,0.0,0.07,0.11,0.0,0.53,0.11,0.15,0.04,0.17
KDEyCS,817,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
KDEyML,817,0.04,0.14,0.27,0.51,0.05,0.04,0.14,0.27,0.51,0.05,0.53,0.11,0.15,0.04,0.17
CC,818,0.6,0.89,0.85,0.93,0.83,0.15,0.22,0.21,0.23,0.2,0.53,0.11,0.15,0.04,0.17
PCC,818,0.6,0.87,0.82,0.9,0.81,0.15,0.22,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
ACC,818,0.17,0.0,0.01,0.0,0.11,0.6,0.0,0.02,0.0,0.38,0.53,0.11,0.15,0.04,0.17
PACC,818,0.43,0.88,0.85,0.98,0.83,0.11,0.22,0.21,0.25,0.21,0.53,0.11,0.15,0.04,0.17
T50,818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.11,0.15,0.04,0.17
MAX,818,0.2,0.0,0.03,0.0,0.13,0.55,0.0,0.09,0.0,0.36,0.53,0.11,0.15,0.04,0.17
MS,818,0.16,0.0,0.0,0.0,0.11,0.59,0.0,0.0,0.0,0.41,0.53,0.11,0.15,0.04,0.17
MS2,818,0.17,0.0,0.0,0.0,0.11,0.61,0.0,0.0,0.0,0.39,0.53,0.11,0.15,0.04,0.17
X,818,0.21,0.0,0.04,0.0,0.13,0.54,0.0,0.12,0.0,0.34,0.53,0.11,0.15,0.04,0.17
SMM,818,0.43,0.88,0.85,0.98,0.83,0.11,0.22,0.21,0.25,0.21,0.53,0.11,0.15,0.04,0.17
DyS,818,0.47,0.89,0.85,0.98,0.84,0.12,0.22,0.21,0.24,0.21,0.53,0.11,0.15,0.04,0.17
DySyn,818,0.58,0.91,0.86,0.97,0.83,0.14,0.22,0.21,0.23,0.2,0.53,0.11,0.15,0.04,0.17
HDy,818,0.54,0.95,0.89,1.0,0.85,0.13,0.22,0.21,0.24,0.2,0.53,0.11,0.15,0.04,0.17
ACC_syn,818,0.6,0.89,0.85,0.93,0.83,0.15,0.22,0.21,0.23,0.2,0.53,0.11,0.15,0.04,0.17
PACC_syn,818,0.6,0.87,0.82,0.9,0.81,0.15,0.22,0.21,0.22,0.2,0.53,0.11,0.15,0.04,0.17
X_syn,818,0.28,0.54,0.36,0.45,0.51,0.13,0.25,0.17,0.21,0.24,0.53,0.11,0.15,0.04,0.17
MAX_syn,818,0.28,0.54,0.36,0.45,0.51,0.13,0.25,0.17,0.21,0.24,0.53,0.11,0.15,0.04,0.17
T50_syn,818,0.62,0.92,0.9,1.0,0.72,0.15,0.22,0.22,0.24,0.17,0.53,0.11,0.15,0.04,0.17
MS_syn,818,0.6,0.89,0.85,0.93,0.83,0.15,0.22,0.21,0.23,0.2,0.53,0.11,0.15,0.04,0.17
MS2_syn,818,0.6,0.89,0.85,0.93,0.83,0.15,0.22,0.21,0.23,0.2,0.53,0.11,0.15,0.04,0.17
SMM_syn,818,0.62,0.95,0.9,0.99,0.88,0.14,0.22,0.21,0.23,0.2,0.53,0.11,0.15,0.04,0.17
