qnt,batch_index,cdraw_p,ceight_p,celeven_p,cfifteen_p,cfive_p,cfour_p,cfourteen_p,cnine_p,cone_p,cseven_p,csix_p,csixteen_p,cten_p,cthirteen_p,cthree_p,ctwelve_p,ctwo_p,czero_p,cdraw_p_normalized,ceight_p_normalized,celeven_p_normalized,cfifteen_p_normalized,cfive_p_normalized,cfour_p_normalized,cfourteen_p_normalized,cnine_p_normalized,cone_p_normalized,cseven_p_normalized,csix_p_normalized,csixteen_p_normalized,cten_p_normalized,cthirteen_p_normalized,cthree_p_normalized,ctwelve_p_normalized,ctwo_p_normalized,czero_p_normalized,cdraw_real,ceight_real,celeven_real,cfifteen_real,cfive_real,cfour_real,cfourteen_real,cnine_real,cone_real,cseven_real,csix_real,csixteen_real,cten_real,cthirteen_real,cthree_real,ctwelve_real,ctwo_real,czero_real
HDy,996,0.87,0.63,1.0,1.0,0.76,0.87,1.0,0.73,0.86,0.3,0.79,0.98,0.49,1.0,0.79,1.0,0.85,0.83,0.06,0.04,0.07,0.07,0.05,0.06,0.07,0.05,0.06,0.02,0.05,0.07,0.03,0.07,0.05,0.07,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC_syn,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC_syn,996,0.91,0.9,0.9,0.94,0.94,0.97,0.88,0.92,0.99,0.95,0.94,0.98,0.91,0.88,0.98,0.89,0.96,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X_syn,996,0.0,0.21,0.0,0.39,0.48,0.63,0.1,0.0,0.71,0.25,0.39,0.87,0.0,0.0,0.66,0.0,0.63,0.84,0.0,0.03,0.0,0.06,0.08,0.1,0.02,0.0,0.12,0.04,0.06,0.14,0.0,0.0,0.11,0.0,0.1,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX_syn,996,0.0,0.21,0.0,0.39,0.48,0.63,0.1,0.0,0.71,0.25,0.39,0.87,0.0,0.0,0.66,0.0,0.63,0.84,0.0,0.03,0.0,0.06,0.08,0.1,0.02,0.0,0.12,0.04,0.06,0.14,0.0,0.0,0.11,0.0,0.1,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50_syn,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS_syn,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2_syn,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM_syn,996,1.0,0.99,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.98,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy_syn,996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DyS_cdt,996,1.0,1.0,1.0,1.0,0.74,0.86,1.0,1.0,0.85,0.09,1.0,0.94,1.0,1.0,0.65,1.0,0.81,0.86,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.01,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC_cdt,996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC_cdt,996,0.91,0.9,0.9,0.94,0.74,0.84,0.88,0.92,0.8,0.21,0.94,0.97,0.91,0.88,0.73,1.0,0.82,0.71,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.01,0.06,0.06,0.06,0.06,0.05,0.07,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X_cdt,996,0.0,0.21,0.0,0.39,0.0,0.0,0.1,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.36,0.0,0.0,0.09,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX_cdt,996,0.0,0.21,0.0,0.39,0.0,0.0,0.1,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.36,0.0,0.0,0.09,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50_cdt,996,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.11,0.11,0.0,0.0,0.11,0.11,0.0,0.0,0.11,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS_cdt,996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2_cdt,996,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM_cdt,996,1.0,0.99,1.0,1.0,0.74,0.84,0.96,1.0,0.8,0.21,1.0,0.97,1.0,0.97,0.73,1.0,0.82,0.71,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.01,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy_cdt,996,1.0,1.0,1.0,1.0,0.76,0.87,1.0,1.0,0.86,0.3,1.0,0.98,1.0,1.0,0.79,1.0,0.85,0.83,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.06,0.05,0.02,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
CC2,996,0.01,0.16,0.06,0.04,0.1,0.02,0.18,0.04,0.0,0.01,0.06,0.01,0.05,0.09,0.0,0.05,0.12,0.0,0.01,0.16,0.06,0.04,0.1,0.02,0.18,0.04,0.0,0.01,0.06,0.01,0.05,0.09,0.0,0.05,0.12,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PWK,996,0.11,0.03,0.04,0.04,0.05,0.09,0.05,0.02,0.02,0.07,0.08,0.05,0.01,0.06,0.03,0.06,0.06,0.13,0.11,0.03,0.04,0.04,0.05,0.09,0.05,0.02,0.02,0.07,0.08,0.05,0.01,0.06,0.03,0.06,0.06,0.13,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDx,996,0.13,0.54,0.93,0.0,0.35,0.31,0.05,0.73,0.24,0.56,0.44,0.03,0.99,0.15,0.34,0.33,0.26,0.15,0.13,0.54,0.93,0.0,0.35,0.31,0.05,0.73,0.24,0.56,0.44,0.03,0.99,0.15,0.34,0.33,0.26,0.15,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
GAC,996,0.01,0.16,0.06,0.04,0.1,0.02,0.18,0.04,0.0,0.01,0.06,0.01,0.05,0.09,0.0,0.05,0.12,0.0,0.01,0.16,0.06,0.04,0.1,0.02,0.18,0.04,0.0,0.01,0.06,0.01,0.05,0.09,0.0,0.05,0.12,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
GPAC,996,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
FM,996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
EMQ,996,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.07,0.0,0.02,0.18,0.08,0.0,0.17,0.21,0.06,0.0,0.12,0.0,0.0,0.08,0.0,0.0,0.01,0.0,0.07,0.0,0.02,0.18,0.08,0.0,0.17,0.21,0.06,0.0,0.12,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyHD,996,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.62,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.62,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyCS,996,0.0,0.0,0.0,0.09,0.0,0.04,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.04,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
KDEyML,996,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
CC,997,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PCC,997,0.91,0.92,0.91,0.95,0.93,0.97,0.87,0.94,0.98,0.96,0.95,0.99,0.92,0.89,0.98,0.9,0.95,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC,997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC,997,1.0,0.66,1.0,1.0,0.69,0.83,1.0,0.91,0.69,0.38,0.73,1.0,0.33,1.0,0.71,1.0,0.76,0.66,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.06,0.05,0.03,0.05,0.07,0.02,0.07,0.05,0.07,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50,997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX,997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS,997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2,997,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X,997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM,997,1.0,0.66,1.0,1.0,0.69,0.83,1.0,0.91,0.69,0.38,0.73,1.0,0.33,1.0,0.71,1.0,0.76,0.66,0.07,0.05,0.07,0.07,0.05,0.06,0.07,0.06,0.05,0.03,0.05,0.07,0.02,0.07,0.05,0.07,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DyS,997,1.0,0.61,1.0,1.0,0.71,0.87,1.0,0.98,0.73,0.39,0.8,1.0,0.29,1.0,0.65,1.0,0.75,0.86,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.07,0.05,0.03,0.05,0.07,0.02,0.07,0.04,0.07,0.05,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DySyn,997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy,997,0.99,0.66,1.0,1.0,0.75,0.88,1.0,1.0,0.77,0.37,0.75,1.0,0.32,1.0,0.75,1.0,0.82,0.83,0.07,0.04,0.07,0.07,0.05,0.06,0.07,0.07,0.05,0.02,0.05,0.07,0.02,0.07,0.05,0.07,0.05,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC_syn,997,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC_syn,997,0.91,0.92,0.91,0.95,0.93,0.97,0.87,0.94,0.98,0.96,0.95,0.99,0.92,0.89,0.98,0.9,0.95,0.99,0.05,0.05,0.05,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.05,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X_syn,997,0.0,0.19,0.0,0.23,0.44,0.65,0.04,0.01,0.7,0.22,0.34,0.89,0.0,0.0,0.67,0.0,0.64,0.83,0.0,0.03,0.0,0.04,0.08,0.11,0.01,0.0,0.12,0.04,0.06,0.15,0.0,0.0,0.11,0.0,0.11,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX_syn,997,0.0,0.19,0.0,0.23,0.44,0.65,0.04,0.01,0.7,0.22,0.34,0.89,0.0,0.0,0.67,0.0,0.64,0.83,0.0,0.03,0.0,0.04,0.08,0.11,0.01,0.0,0.12,0.04,0.06,0.15,0.0,0.0,0.11,0.0,0.11,0.14,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50_syn,997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS_syn,997,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2_syn,997,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
SMM_syn,997,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,0.99,1.0,1.0,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
HDy_syn,997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.99,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
DyS_cdt,997,1.0,1.0,1.0,1.0,0.71,1.0,1.0,1.0,0.73,0.39,1.0,1.0,1.0,1.0,0.65,1.0,0.75,0.86,0.06,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.05,0.02,0.06,0.06,0.06,0.06,0.04,0.06,0.05,0.05,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
ACC_cdt,997,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
PACC_cdt,997,0.91,0.92,0.91,0.95,0.69,0.97,0.87,0.94,0.69,0.38,0.95,1.0,0.92,0.89,0.71,1.0,0.76,0.66,0.06,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.05,0.02,0.06,0.07,0.06,0.06,0.05,0.07,0.05,0.04,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
X_cdt,997,0.0,0.19,0.0,0.23,0.0,0.65,0.04,0.01,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.16,0.0,0.45,0.03,0.01,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MAX_cdt,997,0.0,0.19,0.0,0.23,0.0,0.65,0.04,0.01,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.16,0.0,0.45,0.03,0.01,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
T50_cdt,997,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS_cdt,997,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.06,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
MS2_cdt,997,1.0,1.0,1.0,1.0,0.0,0.99,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,0.09,0.09,0.09,0.0,0.09,0.09,0.09,0.0,0.0,0.09,0.0,0.09,0.09,0.0,0.09,0.0,0.0,0.11,0.07,0.04,0.0,0.04,0.1,0.1,0.0,0.01,0.05,0.09,0.04,0.01,0.05,0.0,0.11,0.04,0.14
